 XYZ	date	basin	area	DL1	DL2	DL3	DL4	NA	P1	P2	P3	PE
31100Norvegienne2SS12Radier.amontpool5973184534223	22/02/1985	Norvegienne	261	1	1	NA	NA	NA	NA	NA	NA	NA
31100Norvegienne2SS13Platamontrapide5973434534237	22/02/1985	Norvegienne	402	1	1	NA	NA	NA	NA	NA	NA	NA
31100Norvegienne2SS14Platpeuprofond.sous-bergerivegauche5973864534262	22/02/1985	Norvegienne	1207	14	0	NA	NA	NA	NA	NA	NA	NA
31100Norvegienne2SS16Plataveccourantassezfort(brasgauche)5973354534371	22/02/1985	Norvegienne	246	1	1	NA	NA	NA	NA	NA	NA	NA
31101Norvegienne2SS17Courantrapide.sousbergebienabrite(brasgauche)5972974534383	23/02/1985	Norvegienne	111	1	1	NA	NA	NA	NA	NA	NA	NA
31101Norvegienne2SS20Trourivegauche5972824534380	23/02/1985	Norvegienne	209	9	0	NA	NA	NA	NA	NA	NA	NA
31101Norvegienne2SS21Pool8.poolprofond5972494534391	23/02/1985	Norvegienne	1163	131	30	NA	NA	NA	NA	NA	NA	NA
31102Norvegienne3Temoin.31.5mentreles2piquets5972954534140	24/02/1985	Norvegienne	NA	0	1	NA	NA	NA	NA	NA	NA	NA
31102NorvegienneP10Pool105972594534666	24/02/1985	Norvegienne	147	97	27	NA	NA	NA	NA	NA	NA	NA
31102NorvegienneP9Pool95973134534572	24/02/1985	Norvegienne	211	43	19	NA	NA	NA	NA	NA	NA	NA
31103NorvegienneP11Pool115971924534609	25/02/1985	Norvegienne	35	17	0	NA	NA	NA	NA	NA	NA	NA
31103NorvegienneP12Pool125970744534632	25/02/1985	Norvegienne	17	31	2	NA	NA	NA	NA	NA	NA	NA
31103NorvegienneP13Pool135970904534765	25/02/1985	Norvegienne	223	207	13	NA	NA	NA	NA	NA	NA	NA
31112AcaenaNAPool1etaval5679604505369	06/03/1985	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	55
31113AcaenaP2Pool25680754505210	07/03/1985	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
31113AcaenaP3Pool35679114504953	07/03/1985	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
31115Acaena1Secteur15678914504852	09/03/1985	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
31167Studer13DeversoirLac1.pool6.secteur135731574542164	30/04/1985	Studer	129	NA	NA	NA	NA	NA	NA	NA	NA	2
31167Studer3DeversoirLac1.pool1.secteur35729674542485	30/04/1985	Studer	277	NA	NA	NA	NA	NA	NA	NA	NA	3
31167Studer5DeversoirLac1.pool2.secteur55730494542453	30/04/1985	Studer	154	NA	NA	NA	NA	NA	NA	NA	NA	3
31167Studer6Deversoirlac1.pool2bis.secteur65730574542438	30/04/1985	Studer	60	NA	NA	NA	NA	NA	NA	NA	NA	1
31167Studer7DeversoirLac1.pool3.secteur75730584542426	30/04/1985	Studer	127	NA	NA	NA	NA	NA	NA	NA	NA	3
31167Studer9DeversoirLac1.pool4.secteur95730454542327	30/04/1985	Studer	273	NA	NA	NA	NA	NA	NA	NA	NA	1
31168Studer16Deversoirlac1.pool7.secteur165732424542097	01/05/1985	Studer	227	NA	NA	NA	NA	NA	NA	NA	NA	3
31168StuderNADeversoirLacFroid5722834543165	01/05/1985	Studer	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
31198AcaenaP1Pool15679594505293	31/05/1985	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	38
31198AcaenaP2Pool25680754505210	31/05/1985	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
31198AcaenaP3Pool35679114504953	31/05/1985	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
31198AcaenaP4Pool45677874504698	31/05/1985	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
31198AcaenaP5bisPool5bis.amontmoraine5678794504061	31/05/1985	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
31198AcaenaP5Pool55679704504279	31/05/1985	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	43
31205NorvegienneNAAval?5981114533052	07/06/1985	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
31437KorrigansD4S4DeversoirduLac4.secteur4.100menamontdelaconfluenceavecpetitruisseaurivedroite5628004528316	25/01/1986	Korrigans	164.5	NA	NA	NA	NA	NA	NA	NA	NA	1
31437KorrigansNADeversoirduLac1.avalcascadeintegralement5590764530780	25/01/1986	Korrigans	NA	NA	NA	NA	NA	NA	NA	NA	NA	35
31437KorrigansNADeversoirduLac3.poolamont5612524528808	25/01/1986	Korrigans	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
31454Studer1DeversoirLac15729794542417	11/02/1986	Studer	1335	1	0	NA	NA	NA	NA	NA	NA	NA
31454Studer3DeversoirLac1.pool1.secteur35729674542485	11/02/1986	Studer	277	1	2	NA	NA	NA	NA	NA	NA	NA
31454Studer4DeversoirLac1.secteur3(ex4)5730074542494	11/02/1986	Studer	1761	1	0	NA	NA	NA	NA	NA	NA	NA
31454Studer5DeversoirLac1.pool2.secteur55730494542453	11/02/1986	Studer	154	6	0	NA	NA	NA	NA	NA	NA	NA
31455Studer10DeversoirLac15730854542290	12/02/1986	Studer	667	20	8	NA	NA	NA	NA	NA	NA	NA
31455Studer6Deversoirlac1.pool2bis.secteur65730574542438	12/02/1986	Studer	60	2	2	NA	NA	NA	NA	NA	NA	NA
31455Studer8DeversoirLac15730504542394	12/02/1986	Studer	733	3	1	NA	NA	NA	NA	NA	NA	NA
31456Studer10DeversoirLac15730904542282	13/02/1986	Studer	667	NA	NA	NA	NA	NA	NA	NA	NA	1
31456Studer12DeversoirLac15731364542196	13/02/1986	Studer	430	6	6	NA	NA	NA	NA	NA	NA	NA
31458Studer13DeversoirLac1.pool6.secteur135731574542164	15/02/1986	Studer	129	11	3	NA	NA	NA	NA	NA	NA	NA
31458Studer16Deversoirlac1.pool7.secteur165732424542097	15/02/1986	Studer	227	0	1	NA	NA	NA	NA	NA	NA	NA
31465Studer14+15DeversoirLac1.pool6bis+radier.secteur14(ex14+15)5731754542149	22/02/1986	Studer	574	6	7	NA	NA	NA	NA	NA	NA	NA
31792KorrigansD4S1DeversoirduLac4.secteur1.100maudessusdel'embouchure5635534527937	15/01/1987	Korrigans	650	NA	NA	NA	NA	NA	NA	NA	NA	2
31792KorrigansD4S1'DeversoirduLac4.secteur1'5635414527956	15/01/1987	Korrigans	580	NA	NA	NA	NA	NA	NA	NA	NA	2
31792KorrigansD4S5DeversoirduLac4.60menamontdeladivisionen2bras(secteur6)5625814528462	15/01/1987	Korrigans	270	NA	NA	NA	NA	NA	NA	NA	NA	3
31815AcaenaS1Secteurbalise(aval)5678914504852	07/02/1987	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
31815AcaenaSS1Del'embouchurejusqu'al'avaldupool1exclu5680604505491	07/02/1987	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
32170Studer1DeversoirLac15729794542417	28/01/1988	Studer	1335	3	0	NA	NA	NA	NA	NA	NA	NA
32171Studer14+15DeversoirLac1.pool6bis+radier.secteur14(ex14+15)5731754542149	29/01/1988	Studer	574	NA	NA	NA	NA	NA	NA	NA	NA	1
32171Studer3DeversoirLac1.pool1.secteur35729674542485	29/01/1988	Studer	277	26	2	NA	NA	NA	NA	NA	NA	NA
32171Studer4DeversoirLac1.secteur3(ex4)5730074542494	29/01/1988	Studer	1761	11	4	NA	NA	NA	NA	NA	NA	NA
32171Studer7DeversoirLac1.pool3.secteur75730584542426	29/01/1988	Studer	127	NA	NA	NA	NA	NA	NA	NA	NA	1
32171StuderNADeversoirLac1.trouentresecteur4et55730424542453	29/01/1988	Studer	NA	1	0	NA	NA	NA	NA	NA	NA	NA
32172Studer10DeversoirLac15730854542290	30/01/1988	Studer	667	39	11	NA	NA	NA	NA	NA	NA	NA
32172Studer6Deversoirlac1.pool2bis.secteur65730574542438	30/01/1988	Studer	60	13	1	NA	NA	NA	NA	NA	NA	NA
32172Studer7DeversoirLac1.pool3.secteur75730584542426	30/01/1988	Studer	127	8	0	NA	NA	NA	NA	NA	NA	NA
32172Studer8DeversoirLac15730504542394	30/01/1988	Studer	733	9	2	1	NA	NA	NA	NA	NA	NA
32172Studer9DeversoirLac1.pool4.secteur95730454542327	30/01/1988	Studer	273	NA	NA	NA	NA	NA	NA	NA	NA	6
32173Studer11DeversoirLac1.pool5.secteur115731014542229	31/01/1988	Studer	262	14	1	NA	NA	NA	NA	NA	NA	NA
32173Studer12DeversoirLac15731364542196	31/01/1988	Studer	430	3	3	NA	NA	NA	NA	NA	NA	NA
32173Studer13DeversoirLac1.pool6.secteur135731574542164	31/01/1988	Studer	129	10	0	NA	NA	NA	NA	NA	NA	NA
32173Studer14+15DeversoirLac1.pool6bis+radier.secteur14(ex14+15)5731754542149	31/01/1988	Studer	574	20	4	NA	NA	NA	NA	NA	NA	NA
32173Studer16Deversoirlac1.pool7.secteur165732424542097	31/01/1988	Studer	227	5	1	NA	NA	NA	NA	NA	NA	NA
32185AcaenaP1Pool15679594505293	12/02/1988	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	36
32185AcaenaS1Secteurbalise(aval)5678914504852	12/02/1988	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
32186AcaenaP1Pool15679594505293	13/02/1988	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
32514Norvegienne1SS12Rapide.2SS1surfeuillesdepeche5972104533926	06/01/1989	Norvegienne	82	2	1	NA	NA	NA	NA	NA	NA	NA
32514Norvegienne2SS1Platpeuprofond.2SS2surfeuillesdepeche5972274533972	06/01/1989	Norvegienne	352	2	0	NA	NA	NA	NA	NA	NA	NA
32514Norvegienne2SS2+3+4+5Radiersautourpetiteileetplatpeuprofondenamont.2SS3surfeuillesdepeche5972714534012	06/01/1989	Norvegienne	1598	5	1	NA	NA	NA	NA	NA	NA	NA
32515Norvegienne2SS10Pool7.2SS8surfeuillesdepeche5972904534188	07/01/1989	Norvegienne	875	9	2	NA	NA	NA	NA	NA	NA	NA
32515Norvegienne2SS7Pool6.2SS5surfeuillesdepeche5973224534096	07/01/1989	Norvegienne	51	53	10	NA	NA	NA	NA	NA	NA	NA
32515Norvegienne2SS8Amontpool6.2SS6surfeuillesdepeche5973164534100	07/01/1989	Norvegienne	142	13	2	NA	NA	NA	NA	NA	NA	NA
32516Norvegienne2SS12Rapide.2SS9surfeuillesdepeche5973184534223	08/01/1989	Norvegienne	261	1	2	NA	NA	NA	NA	NA	NA	NA
32516Norvegienne2SS13(1/2aval)Petitradierplatpeuprofond.2SS10surfeuillesdepeche5973434534237	08/01/1989	Norvegienne	201	1	2	NA	NA	NA	NA	NA	NA	NA
32516Norvegienne2SS21Pool8.2SS12surfeuillesdepeche5972494534391	08/01/1989	Norvegienne	1163	41	9	NA	NA	NA	NA	NA	NA	NA
32517Norvegienne2SS23Ruisseaurivedroite.amontpool85972214534545	09/01/1989	Norvegienne	1520	NA	NA	NA	NA	NA	NA	NA	NA	50
32517NorvegienneP10Pool105972594534666	09/01/1989	Norvegienne	147	NA	NA	NA	NA	NA	NA	NA	NA	10
32517NorvegienneP11Pool115971924534609	09/01/1989	Norvegienne	35	NA	NA	NA	NA	NA	NA	NA	NA	4
32517NorvegienneP13Pool135970904534765	09/01/1989	Norvegienne	223	NA	NA	NA	NA	NA	NA	NA	NA	1
32517NorvegienneP9Pool95973134534572	09/01/1989	Norvegienne	211	NA	NA	NA	NA	NA	NA	NA	NA	3
32534KorrigansD1S1DeversoirduLac1.secteur15591654530600	26/01/1989	Korrigans	299.6	NA	NA	NA	NA	NA	NA	NA	NA	5
32534KorrigansD1S2DeversoirduLac1.secteur25590984530765	26/01/1989	Korrigans	191.4	8	3	NA	NA	NA	NA	NA	NA	NA
32534KorrigansD4S1DeversoirduLac4.secteur1.100maudessusdel'embouchure5635534527937	26/01/1989	Korrigans	650	NA	NA	NA	NA	NA	NA	NA	NA	6
32534KorrigansD4S4DeversoirduLac4.secteur4.100menamontdelaconfluenceavecpetitruisseaurivedroite5628004528316	26/01/1989	Korrigans	164.5	NA	NA	NA	NA	NA	NA	NA	NA	1
32535KorrigansD4S1'DeversoirduLac4.secteur1'5635414527956	27/01/1989	Korrigans	580	NA	NA	NA	NA	NA	NA	NA	NA	7
32535KorrigansD4S3DeversoirduLac4.secteur3(thermographe)5630084528297	27/01/1989	Korrigans	580	NA	NA	NA	NA	NA	NA	NA	NA	1
32535KorrigansD4S5DeversoirduLac4.60menamontdeladivisionen2bras(secteur6)5625814528462	27/01/1989	Korrigans	270	0	1	NA	NA	NA	NA	NA	NA	NA
32535KorrigansD4S5DeversoirduLac4.secteur55625814528462	27/01/1989	Korrigans	270	NA	NA	NA	NA	NA	NA	NA	NA	1
32555Studer1DeversoirLac15729794542417	16/02/1989	Studer	1335	1	1	NA	NA	NA	NA	NA	NA	NA
32555Studer3DeversoirLac1.pool1.secteur35729674542485	16/02/1989	Studer	277	16	3	NA	NA	NA	NA	NA	NA	NA
32555Studer4DeversoirLac1.secteur3(ex4)5730074542494	16/02/1989	Studer	1761	21	4	NA	NA	NA	NA	NA	NA	NA
32556Studer5DeversoirLac1.pool2.secteur55730494542453	17/02/1989	Studer	154	28	5	NA	NA	NA	NA	NA	NA	NA
32556Studer6Deversoirlac1.pool2bis.secteur65730574542438	17/02/1989	Studer	60	16	0	NA	NA	NA	NA	NA	NA	NA
32556Studer7DeversoirLac1.pool3.secteur75730584542426	17/02/1989	Studer	127	15	3	NA	NA	NA	NA	NA	NA	NA
32556Studer8DeversoirLac15730504542394	17/02/1989	Studer	733	17	3	NA	NA	NA	NA	NA	NA	NA
32556Studer9DeversoirLac1.pool4.secteur95730454542327	17/02/1989	Studer	273	72	18	NA	NA	NA	NA	NA	NA	NA
32557Studer10DeversoirLac15730854542290	18/02/1989	Studer	667	36	5	NA	NA	NA	NA	NA	NA	NA
32557Studer11DeversoirLac1.pool5.secteur115731014542229	18/02/1989	Studer	262	21	4	NA	NA	NA	NA	NA	NA	NA
32564AcaenaP1Pool15679594505293	25/02/1989	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	47
32564AcaenaS1Secteurbalise(aval)5678914504852	25/02/1989	Acaena	NA	9	4	NA	NA	NA	NA	NA	NA	NA
32774NordNARadierAval5825704551766	23/09/1989	Nord	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
32778CharbonNAAval?5678794550509	27/09/1989	Charbon	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
32778DouteNAAval?5674824550377	27/09/1989	Doute	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
32789CataractesNA2eaffluent(amont)5897654554707	08/10/1989	Cataractes	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
32789CataractesNAAval?5894454555121	08/10/1989	Cataractes	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
32812PlanchetteAAenviron600mdelamer.bergesecrouleesauniveaudela1ereravineinferieureducirqueduMontBerlioz5731524504787	31/10/1989	Planchette	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
32812PlanchetteBAmontdusecteurA.entrelepetitrempartetlaravineducirque5727784504639	31/10/1989	Planchette	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
32911Studer1DeversoirLac15729794542417	07/02/1990	Studer	1335	1	0	NA	NA	NA	NA	NA	NA	NA
32912Studer3DeversoirLac1.pool1.secteur2(ex3)5729674542490	08/02/1990	Studer	277	13	3	NA	NA	NA	NA	NA	NA	NA
32912Studer4DeversoirLac1.secteur3(ex4)5730074542494	08/02/1990	Studer	1761	5	3	NA	NA	NA	NA	NA	NA	NA
32912Studer5DeversoirLac1.pool2.secteur55730484542452	08/02/1990	Studer	154	3	1	NA	NA	NA	NA	NA	NA	NA
32912Studer6Deversoirlac1.pool2bis.secteur65730564542441	08/02/1990	Studer	60	21	10	NA	NA	NA	NA	NA	NA	NA
32912StuderNADeversoirLac15732044542116	08/02/1990	Studer	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
32915Studer10DeversoirLac15730854542290	11/02/1990	Studer	667	31	12	NA	NA	NA	NA	NA	NA	NA
32915Studer7DeversoirLac15730584542428	11/02/1990	Studer	127	14	5	NA	NA	NA	NA	NA	NA	NA
32915Studer8DeversoirLac15730504542394	11/02/1990	Studer	733	9	2	NA	NA	NA	NA	NA	NA	NA
32916Studer11DeversoirLac1.pool5.secteur115731044542229	12/02/1990	Studer	262	31	10	NA	NA	NA	NA	NA	NA	NA
32916Studer12DeversoirLac15731364542196	12/02/1990	Studer	430	7	2	NA	NA	NA	NA	NA	NA	NA
32916Studer13DeversoirLac1.pool6.secteur135731554542169	12/02/1990	Studer	129	19	12	NA	NA	NA	NA	NA	NA	NA
32935KorrigansD4S1DeversoirduLac4.secteur1.100maudessusdel'embouchure5635534527937	03/03/1990	Korrigans	650	2	0	NA	NA	NA	NA	NA	NA	NA
32935KorrigansD4S1'DeversoirduLac4.secteur1'5635414527956	03/03/1990	Korrigans	580	2	0	1	NA	NA	NA	NA	NA	NA
32935KorrigansNADeversoirduLac4.entreS1etS1'5635484527944	03/03/1990	Korrigans	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
32935KorrigansNADeversoirduLac4.entreS1'etS25635074528027	03/03/1990	Korrigans	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
32936KorrigansD1S1DeversoirduLac1.secteur15591654530600	04/03/1990	Korrigans	299.6	3	0	NA	NA	NA	NA	NA	NA	NA
32936KorrigansD1S2DeversoirduLac1.secteur25590984530765	04/03/1990	Korrigans	191.4	13	3	NA	NA	NA	NA	NA	NA	NA
32936KorrigansD2S3DeversoirduLac2.secteur35601794529616	04/03/1990	Korrigans	194.8	10	3	NA	NA	NA	NA	NA	NA	NA
32936KorrigansNADeversoirduLac1.amontS2jusqu'alacascade5590764530780	04/03/1990	Korrigans	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
32936KorrigansNADeversoirduLac1.poolenavaldusecteur25591044530713	04/03/1990	Korrigans	NA	NA	NA	NA	NA	NA	NA	NA	NA	26
32938KorrigansD3S2DeversoirduLac3.secteur25612334528805	06/03/1990	Korrigans	381	11	1	2	NA	NA	NA	NA	NA	NA
32938KorrigansD4S3DeversoirduLac4.secteur35630084528297	06/03/1990	Korrigans	580	5	2	NA	NA	NA	NA	NA	NA	NA
32938KorrigansD4S5DeversoirduLac4.60menamontdeladivisionen2bras(secteur6)5625814528462	06/03/1990	Korrigans	270	8	6	NA	NA	NA	NA	NA	NA	NA
32983AcaenaP3Pool3.secteur1surfeuillesdepeche5679114504953	20/04/1990	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
32983AcaenaP4Pool4.secteur2surfeuillesdepeche5677874504698	20/04/1990	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
32983AcaenaP5bisPool5bis.secteur3surfeuillesdepeche5678794504061	20/04/1990	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
32983AcaenaP6Pool65678804503968	20/04/1990	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
32983AcaenaS1Secteurbalise(aval)5678914504852	20/04/1990	Acaena	NA	11	4	NA	NA	NA	NA	NA	NA	NA
32984Acaena8430menamontdupool7.secteur8surfeuillesdepeche5679544503517	21/04/1990	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
32984AcaenaNA560menamontdupool7.secteur7surfeuillesdepeche5680274503395	21/04/1990	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
32984AcaenaNAAvalpool5.secteur6surfeuillesdepeche5679724504324	21/04/1990	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
32984AcaenaP1Pool1.secteur5surfeuillesdepeche5679594505293	21/04/1990	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	26
33054KorrigansD4S1DeversoirduLac4.secteur1.100maudessusdel'embouchure5635534527937	30/06/1990	Korrigans	650	NA	NA	NA	NA	NA	NA	NA	NA	3
33054KorrigansD4S2DeversoirduLac4.secteur2.lignedroitea300menamontdel'embouchure5634204528147	30/06/1990	Korrigans	405	NA	NA	NA	NA	NA	NA	NA	NA	4
33068Studer10DeversoirLac15730904542282	14/07/1990	Studer	667	NA	NA	NA	NA	NA	NA	NA	NA	18
33068Studer12DeversoirLac15731364542196	14/07/1990	Studer	430	NA	NA	NA	NA	NA	NA	NA	NA	12
33068Studer3DeversoirLac1.pool1.secteur2(ex3)5729674542490	14/07/1990	Studer	277	NA	NA	NA	NA	NA	NA	NA	NA	3
33068Studer4DeversoirLac1.secteur3(ex4)5730074542494	14/07/1990	Studer	1761	NA	NA	NA	NA	NA	NA	NA	NA	3
33068Studer6Deversoirlac1.pool2bis.secteur65730564542441	14/07/1990	Studer	60	NA	NA	NA	NA	NA	NA	NA	NA	8
33068Studer8DeversoirLac15730504542394	14/07/1990	Studer	733	NA	NA	NA	NA	NA	NA	NA	NA	8
33072Studer11DeversoirLac1.pool5.secteur115731044542229	18/07/1990	Studer	262	NA	NA	NA	NA	NA	NA	NA	NA	4
33072Studer13DeversoirLac1.pool6.secteur135731554542169	18/07/1990	Studer	129	NA	NA	NA	NA	NA	NA	NA	NA	10
33072Studer14+15DeversoirLac1.pool6bis+radier.secteur14(ex14+15)5731764542149	18/07/1990	Studer	574	NA	NA	NA	NA	NA	NA	NA	NA	17
33072Studer16Deversoirlac1.pool7.secteur15(ex16)5732394542100	18/07/1990	Studer	227	NA	NA	NA	NA	NA	NA	NA	NA	3
33072Studer4DeversoirLac1.secteur3(ex4)5730074542494	18/07/1990	Studer	1761	NA	NA	NA	NA	NA	NA	NA	NA	1
33072Studer5DeversoirLac1.pool2.secteur55730484542452	18/07/1990	Studer	154	NA	NA	NA	NA	NA	NA	NA	NA	1
33072Studer7DeversoirLac1.pool3.secteur75730584542428	18/07/1990	Studer	127	NA	NA	NA	NA	NA	NA	NA	NA	9
33072Studer9DeversoirLac1.pool4.secteur95730474542327	18/07/1990	Studer	273	NA	NA	NA	NA	NA	NA	NA	NA	5
33098NordNAAval?5828834552542	13/08/1990	Nord	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
33100NordNAAffluentrivegaucheenamontdel'estuaire5825944551926	15/08/1990	Nord	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
33100NordNAAval?5828834552542	15/08/1990	Nord	NA	NA	NA	NA	NA	NA	NA	NA	NA	20
33271Studer3DeversoirLac1.pool1.secteur2(ex3)5729674542490	02/02/1991	Studer	277	23	2	NA	NA	NA	NA	NA	NA	NA
33271Studer4DeversoirLac1.secteur3(ex4)5730074542494	02/02/1991	Studer	1761	7	1	NA	NA	NA	NA	NA	NA	NA
33272Studer10DeversoirLac15730854542290	03/02/1991	Studer	667	51	9	NA	NA	NA	NA	NA	NA	NA
33272Studer5DeversoirLac1.pool2.secteur4et5(ex5)5730484542452	03/02/1991	Studer	154	11	3	NA	NA	NA	NA	NA	NA	NA
33272Studer6Deversoirlac1.pool2bis.secteur65730564542441	03/02/1991	Studer	60	16	7	NA	NA	NA	NA	NA	NA	NA
33272Studer7DeversoirLac1.pool3.secteur75730584542428	03/02/1991	Studer	127	9	6	NA	NA	NA	NA	NA	NA	NA
33272Studer8DeversoirLac15730504542394	03/02/1991	Studer	733	20	2	NA	NA	NA	NA	NA	NA	NA
33272Studer9DeversoirLac1.pool4.secteur95730474542327	03/02/1991	Studer	273	NA	NA	NA	NA	NA	NA	NA	NA	6
33273Studer11DeversoirLac1.pool5.secteur115731044542229	04/02/1991	Studer	262	19	5	NA	NA	NA	NA	NA	NA	NA
33273Studer12DeversoirLac15731364542196	04/02/1991	Studer	430	20	4	NA	NA	NA	NA	NA	NA	NA
33273Studer13DeversoirLac1.pool6.secteur135731554542169	04/02/1991	Studer	129	14	2	NA	NA	NA	NA	NA	NA	NA
33273Studer14+15DeversoirLac1.pool6bis+radier.secteur14(ex14+15)5731764542149	04/02/1991	Studer	574	36	11	NA	NA	NA	NA	NA	NA	NA
33273Studer16Deversoirlac1.pool7.secteur15(ex16)5732394542100	04/02/1991	Studer	227	10	3	NA	NA	NA	NA	NA	NA	NA
33275StuderNAAfLejay5727644542484	06/02/1991	Studer	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
33275StuderNADeversoireduLacFroid5722614543124	06/02/1991	Studer	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
33297Norvegienne2SS2Petitrapide.faibleprofondeur5972524534016	28/02/1991	Norvegienne	791	3	1	NA	NA	NA	NA	NA	NA	NA
33297Norvegienne2SS3Courantrapidebrasgauche5972494533995	28/02/1991	Norvegienne	127	1	1	NA	NA	NA	NA	NA	NA	NA
33297Norvegienne2SS4Platpeuprofond(brasgauche)5972714534012	28/02/1991	Norvegienne	408	1	1	NA	NA	NA	NA	NA	NA	NA
33297Norvegienne2SS5Platmoyennementprofond(brasgauche)5972824534031	28/02/1991	Norvegienne	272	3	3	NA	NA	NA	NA	NA	NA	NA
33297Norvegienne2SS6Profond.courantfaible.fonddeterre5972964534061	28/02/1991	Norvegienne	281	2	1	NA	NA	NA	NA	NA	NA	NA
33298Norvegienne2SS10Pool75972904534188	01/03/1991	Norvegienne	875	17	6	NA	NA	NA	NA	NA	NA	NA
33298Norvegienne2SS13+14+15Secteur2sous-secteur13.14et155973864534262	01/03/1991	Norvegienne	2275	4	1	NA	NA	NA	NA	NA	NA	NA
33298Norvegienne2SS16+17+18+19+20Secteur2sous-secteur16.17.18.19et205973184534352	01/03/1991	Norvegienne	1341	NA	NA	NA	NA	NA	NA	NA	NA	3
33298Norvegienne2SS7Pool65973224534096	01/03/1991	Norvegienne	51	51	1	NA	NA	NA	NA	NA	NA	NA
33298Norvegienne2SS8Radier5973164534100	01/03/1991	Norvegienne	142	5	1	NA	NA	NA	NA	NA	NA	NA
33298Norvegienne2SS9Plat.zonedefrayeres5972954534140	01/03/1991	Norvegienne	681	2	1	NA	NA	NA	NA	NA	NA	NA
33299Norvegienne2SS21Pool8.poolprofond5972494534391	02/03/1991	Norvegienne	1163	29	18	NA	NA	NA	NA	NA	NA	NA
33299NorvegienneP10Pool105972594534666	02/03/1991	Norvegienne	147	36	11	NA	NA	NA	NA	NA	NA	NA
33299NorvegienneP13Pool135970904534765	02/03/1991	Norvegienne	223	61	18	NA	NA	NA	NA	NA	NA	NA
33299NorvegienneP9Pool95973134534572	02/03/1991	Norvegienne	211	10	2	NA	NA	NA	NA	NA	NA	NA
33309AcaenaNAEntrepool1etsecteur5679994505034	12/03/1991	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
33309AcaenaNARadierentrepool1etpool25679574505289	12/03/1991	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
33310AcaenaS1Secteurbalise(aval)5678914504852	13/03/1991	Acaena	NA	23	12	NA	NA	NA	NA	NA	NA	NA
33311AcaenaNAAmontpool4.deamontsecteur2aamontbarrerocheuse200msurfeuillesdepeche5678604504589	14/03/1991	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
33311AcaenaNAAmontSecteurbalise5678224504775	14/03/1991	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
33311AcaenaP4Pool4.secteur2surfeuillesdepeche5677874504698	14/03/1991	Acaena	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
33312PlanchetteNAAmontdescascades.confluenceaveclepetitruisseaurivegauche5731924505501	15/03/1991	Planchette	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
33312PlanchetteP1Pool1.avalcascade5735434505517	15/03/1991	Planchette	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
