 XYZ	date	basin	area	DL1	DL2	DL3	DL4	NA	P1	P2	P3	PE
28532Studer4DeversoirLac1.secteur45730074542494	11/02/1978	Studer	1761	3	2	NA	NA	NA	NA	NA	NA	NA
28532Studer5DeversoirLac1.pool2.secteur55730494542453	11/02/1978	Studer	154	1	2	NA	NA	NA	NA	NA	NA	NA
28532Studer6Deversoirlac1.pool2bis.secteur65730574542438	11/02/1978	Studer	60	2	3	NA	NA	NA	NA	NA	NA	NA
28532Studer7DeversoirLac1.pool3.secteur75730584542426	11/02/1978	Studer	127	8	4	NA	NA	NA	NA	NA	NA	NA
28534Studer10DeversoirLac15730854542290	13/02/1978	Studer	667	16	6	NA	NA	NA	NA	NA	NA	NA
28534Studer11DeversoirLac1.pool5.secteur115731014542229	13/02/1978	Studer	262	2	0	NA	NA	NA	NA	NA	NA	NA
28534Studer12DeversoirLac15731364542196	13/02/1978	Studer	430	6	3	NA	NA	NA	NA	NA	NA	NA
28534Studer13DeversoirLac1.pool6.secteur135731574542164	13/02/1978	Studer	129	1	0	NA	NA	NA	NA	NA	NA	NA
28534Studer14DeversoirLac1.pool6bis.secteur145731754542149	13/02/1978	Studer	130	6	3	NA	NA	NA	NA	NA	NA	NA
28559Etang_des_BeliersNAPAAF.etangBeliers5910654533011	10/03/1978	Etang_des_Beliers	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
28560Etang_des_BeliersNAPAAF.etangBeliers5910654533011	11/03/1978	Etang_des_Beliers	NA	NA	NA	NA	NA	NA	NA	NA	NA	18
28562StuderAf5Affluent5rivegaucheLac25725734542552	13/03/1978	Studer	NA	1	0	NA	NA	NA	NA	NA	NA	NA
28563StuderAf4Affluent4rivegaucheLac25726264542544	14/03/1978	Studer	NA	3	2	NA	NA	NA	NA	NA	NA	NA
28578AlbatrosP1Pool1.secteur16003314532742	29/03/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28578AlbatrosP2pool26005064532799	29/03/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
28578AlbatrosP3Pool36005164533045	29/03/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
28578AlbatrosP4Pool46007014533020	29/03/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
28578AlbatrosP5Pool56007224533061	29/03/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	19
28579Norvegienne1SS11Pool5.poolprofond5972164533879	30/03/1978	Norvegienne	751	NA	NA	NA	NA	NA	NA	NA	NA	7
28579Norvegienne1SS4Pool3.sousbergerivegauche5973454533785	30/03/1978	Norvegienne	547	NA	NA	NA	NA	NA	NA	NA	NA	1
28580Norvegienne1SS5(souslebarrage)5973534533820	31/03/1978	Norvegienne	265	NA	NA	NA	NA	NA	NA	NA	NA	1
28580Norvegienne2SS21Pool8.poolprofond5972494534391	31/03/1978	Norvegienne	1163	NA	NA	NA	NA	NA	NA	NA	NA	10
28580Norvegienne2SS7Pool65973224534096	31/03/1978	Norvegienne	51	NA	NA	NA	NA	NA	NA	NA	NA	3
28594NorvegienneNAEntrebarrageetbarriere5973554533840	14/04/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28595NorvegienneP3Pool35973494533786	15/04/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	4
28603NorvegienneNAEntrebarrageetbarriere5973554533840	23/04/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28603NorvegienneP13Pool135970904534765	23/04/1978	Norvegienne	223	NA	NA	NA	NA	NA	NA	NA	NA	4
28603NorvegienneP3Pool35973494533786	23/04/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	5
28603NorvegienneP9Pool95973134534572	23/04/1978	Norvegienne	211	NA	NA	NA	NA	NA	NA	NA	NA	1
28611NorvegienneP3Pool35973494533786	01/05/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	7
28618ChateauNAGrandcoude5960034534052	08/05/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28618NorvegienneNAEntrebarrageetbarriere5973554533840	08/05/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
28624NorvegienneAvalSS2Pool1.profond5974764533585	14/05/1978	Norvegienne	668	NA	NA	NA	NA	NA	NA	NA	NA	4
28624NorvegienneAvalSS4Petitcourant.sous-berge5973984533625	14/05/1978	Norvegienne	447	NA	NA	NA	NA	NA	NA	NA	NA	1
28624NorvegienneP3Pool35973494533786	14/05/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	5
28625NorvegienneAvalSS4Petitcourant.sous-berge5973984533625	15/05/1978	Norvegienne	447	NA	NA	NA	NA	NA	NA	NA	NA	1
28628NorvegienneP3Pool35973494533786	18/05/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	1
28630NorvegienneNAEntrebarrageetbarriere5973554533840	20/05/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28632Norvegienne2SS14Platpeuprofond.sous-bergerivegauche5973864534262	22/05/1978	Norvegienne	1207	NA	NA	NA	NA	NA	NA	NA	NA	5
28632Norvegienne2SS19Brasdroitamont5972884534356	22/05/1978	Norvegienne	466	NA	NA	NA	NA	NA	NA	NA	NA	1
28633Albatros8Aval6008944533162	23/05/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
28633AlbatrosP3Pool36005164533045	23/05/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28633AlbatrosP5Pool56007224533061	23/05/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
28633NorvegienneNAEntrebarrageetbarriere5973554533840	23/05/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28634Norvegienne1SS11Pool5.poolprofond5972164533879	24/05/1978	Norvegienne	751	NA	NA	NA	NA	NA	NA	NA	NA	8
28634Norvegienne2SS21Pool8.poolprofond5972494534391	24/05/1978	Norvegienne	1163	NA	NA	NA	NA	NA	NA	NA	NA	3
28634Norvegienne3SS14Pool12.secteur3(amont)5970784534630	24/05/1978	Norvegienne	301	NA	NA	NA	NA	NA	NA	NA	NA	1
28634Norvegienne3SS19Pool135971004534778	24/05/1978	Norvegienne	745	NA	NA	NA	NA	NA	NA	NA	NA	6
28634Norvegienne3SS5Pool95973084534561	24/05/1978	Norvegienne	320	NA	NA	NA	NA	NA	NA	NA	NA	1
28634Norvegienne3SS8Pool105972574534663	24/05/1978	Norvegienne	287	NA	NA	NA	NA	NA	NA	NA	NA	1
28634NorvegienneP4Pool45972624533865	24/05/1978	Norvegienne	86	NA	NA	NA	NA	NA	NA	NA	NA	1
28635Norvegienne1SS9Platpeuprofond.bancdegravieraumilieu.petitesous-bergerivedroite5972864533868	25/05/1978	Norvegienne	262	NA	NA	NA	NA	NA	NA	NA	NA	2
28635Norvegienne2SS17Courantrapide.sousbergebienabrite(brasgauche)5972974534383	25/05/1978	Norvegienne	111	NA	NA	NA	NA	NA	NA	NA	NA	1
28635Norvegienne2SS20Trourivegauche5972824534380	25/05/1978	Norvegienne	209	5	0	NA	NA	NA	NA	NA	NA	NA
28635Norvegienne2SS22Courantrapide5972424534435	25/05/1978	Norvegienne	384	8	1	NA	NA	NA	NA	NA	NA	NA
28638NorvegienneNAEntrebarrageetbarriere5973554533840	28/05/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28639NorvegienneNAEntrebarrageetbarriere5973554533840	29/05/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28641NorvegienneNAEntrebarrageetbarriere5973554533840	31/05/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28642NorvegienneNAEntrebarrageetbarriere5973554533840	01/06/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28648NorvegienneNAEntrebarrageetbarriere5973554533840	07/06/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28648NorvegienneP5Pool55972104533877	07/06/1978	Norvegienne	210	NA	NA	NA	NA	NA	NA	NA	NA	1
28657NorvegienneNAEntrebarrageetbarriere5973554533840	16/06/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28658AlbatrosP1Pool1.secteur16003314532742	17/06/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28658AlbatrosP3Pool36005164533045	17/06/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
28658AlbatrosP5Pool56007224533061	17/06/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28658AlbatrosP6Pool66008134533320	17/06/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28658AlbatrosPoolsuivantPoolsuivant.entrepool5etpoold'apres6006754533118	17/06/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28659NorvegienneP10Pool105972594534666	18/06/1978	Norvegienne	147	NA	NA	NA	NA	NA	NA	NA	NA	2
28659NorvegienneP13Pool135970904534765	18/06/1978	Norvegienne	223	NA	NA	NA	NA	NA	NA	NA	NA	6
28659NorvegienneP5Pool55972104533877	18/06/1978	Norvegienne	210	NA	NA	NA	NA	NA	NA	NA	NA	9
28659NorvegienneP8Pool85972574534387	18/06/1978	Norvegienne	418	NA	NA	NA	NA	NA	NA	NA	NA	6
28659NorvegienneP9Pool95973134534572	18/06/1978	Norvegienne	211	NA	NA	NA	NA	NA	NA	NA	NA	8
28660NorvegienneAvalSS1+2Poolsaval.avalSS1et2(grosblocs.sousbergesetpool1)5974914533538	19/06/1978	Norvegienne	1853	NA	NA	NA	NA	NA	NA	NA	NA	5
28660NorvegienneNAEntrebarrageetbarriere5973554533840	19/06/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
28660NorvegienneNAPuisremonteejusqu'aubarrage.a1mavalbarriere5972744533876	19/06/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28660NorvegienneP12Pool125970744534632	19/06/1978	Norvegienne	17	NA	NA	NA	NA	NA	NA	NA	NA	1
28660NorvegienneP3Pool35973494533786	19/06/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	3
28662ChateauNARuisseauducoude5959944534131	21/06/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28663NorvegienneNAEntrebarrageetbarriere5973554533840	22/06/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28671NorvegienneNADansletorrentquicontournelepiege5973554533840	30/06/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28675Chateau2Poolrivedroite.entrelecoudeetlabase5942554533810	04/07/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	21
28675Chateau4'Pooldubrasrivegauche(enface)5942754533976	04/07/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28676NorvegienneNAsousbarrage5973554533840	05/07/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28689AlbatrosP5Pool56007224533061	18/07/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28689AlbatrosPoolsuivantPoolsuivant.entrepool5etpoold'apres6006754533118	18/07/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
28689NorvegienneP3Pool35973494533786	18/07/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	4
28695NorvegienneNAEntrebarrageetbarriere5973554533840	24/07/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28697AlbatrosP3Pool36005164533045	26/07/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
28697AlbatrosP6Pool66008134533320	26/07/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28697AlbatrosPoolsuivantPoolsuivant.entrepool5etpoold'apres6006754533118	26/07/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28697NorvegienneP5Pool55972104533877	26/07/1978	Norvegienne	210	NA	NA	NA	NA	NA	NA	NA	NA	4
28698Chateau1'Rivegauche.plusenamont5932694533736	27/07/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
28698Chateau2Poolrivedroite.entrelecoudeetlabase5942554533810	27/07/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
28698Chateau4'Pooldubrasrivegauche(enface)5942754533976	27/07/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
28699NorvegienneP12Pool125970744534632	28/07/1978	Norvegienne	17	NA	NA	NA	NA	NA	NA	NA	NA	2
28699NorvegienneP13Pool135970904534765	28/07/1978	Norvegienne	223	NA	NA	NA	NA	NA	NA	NA	NA	14
28700Chateau1'Pool1'5932694533736	29/07/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
28700Chateau4'Pool4'5942754533976	29/07/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28700ChateauNAPool4bis;1bis5942754533976	29/07/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28701NorvegienneAvalSS1Platprofond.petitesousbergerivegauche5974914533538	30/07/1978	Norvegienne	1185	NA	NA	NA	NA	NA	NA	NA	NA	2
28701NorvegienneP3Pool35973494533786	30/07/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	1
28701NorvegienneP4Pool45972624533865	30/07/1978	Norvegienne	86	NA	NA	NA	NA	NA	NA	NA	NA	1
28707NorvegienneP3Pool35973494533786	05/08/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	1
28715NorvegienneNASouslebarrage5973534533820	13/08/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28724NorvegienneP3Pool3.jusqu'aubarrage5973494533786	22/08/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	2
28725Chateau1'Pool1'5932694533736	23/08/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
28725Chateau2Pool25942554533810	23/08/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
28726NorvegienneP10Pool105972594534666	24/08/1978	Norvegienne	147	NA	NA	NA	NA	NA	NA	NA	NA	1
28726NorvegienneP13Pool135970904534765	24/08/1978	Norvegienne	223	NA	NA	NA	NA	NA	NA	NA	NA	4
28726NorvegienneP5Pool55972104533877	24/08/1978	Norvegienne	210	NA	NA	NA	NA	NA	NA	NA	NA	5
28726NorvegienneP6Pool65973224534096	24/08/1978	Norvegienne	51	NA	NA	NA	NA	NA	NA	NA	NA	1
28726NorvegienneP8Pool85972574534387	24/08/1978	Norvegienne	418	NA	NA	NA	NA	NA	NA	NA	NA	8
28726NorvegienneP9Pool95973134534572	24/08/1978	Norvegienne	211	NA	NA	NA	NA	NA	NA	NA	NA	6
28728NorvegienneNAEntrebarrageetbarriere5973554533840	26/08/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28728NorvegienneP12Pool125970744534632	26/08/1978	Norvegienne	17	NA	NA	NA	NA	NA	NA	NA	NA	3
28731Chateau1'Pool1'5932694533736	29/08/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28731Chateau2Pool25942554533810	29/08/1978	Chateau	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28739AlbatrosP3Pool36005164533045	06/09/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28739AlbatrosP5Pool56007224533061	06/09/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28755FermeNADel'estuaireaubarrage5886644533107	22/09/1978	Ferme	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28762AlbatrosP2Pool26005064532799	29/09/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28762AlbatrosP3Pool36005164533045	29/09/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28762AlbatrosPoold'apresPoold'apres.entrepoolsuivantetpool66006714533155	29/09/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
28762AlbatrosPoolsuivantPoolsuivant.entrepool5etpoold'apres6006754533118	29/09/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	21
28763NorvegienneP10Pool105972594534666	30/09/1978	Norvegienne	147	NA	NA	NA	NA	NA	NA	NA	NA	7
28763NorvegienneP11+12Pools11et125971924534609	30/09/1978	Norvegienne	52	NA	NA	NA	NA	NA	NA	NA	NA	7
28763NorvegienneP13Pool135970904534765	30/09/1978	Norvegienne	223	NA	NA	NA	NA	NA	NA	NA	NA	20
28763NorvegienneP9Pool95973134534572	30/09/1978	Norvegienne	211	NA	NA	NA	NA	NA	NA	NA	NA	5
28772NorvegienneNAEntrebarrageetbarriere5973554533840	09/10/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28772NorvegienneNARuisseaudupiege5973554533840	09/10/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
28785NorvegienneNAEntrebarrageetbarriere5973554533840	22/10/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	18
28785NorvegienneNARuisseaudupiege5973554533840	22/10/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28786AlbatrosP1Pool1.secteur16003314532742	23/10/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
28786AlbatrosP2pool26005064532799	23/10/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
28786AlbatrosP3Pool36005164533045	23/10/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
28786AlbatrosP4+int+5Pool4+intermediaire+56007014533020	23/10/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
28786NorvegienneNASousbarrage5973554533840	23/10/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28789NorvegienneAvalSS1Platprofond.petitesousbergerivegauche5974914533538	26/10/1978	Norvegienne	1185	NA	NA	NA	NA	NA	NA	NA	NA	3
28789NorvegienneAvalSS4a7AvalSS4a75973184533656	26/10/1978	Norvegienne	1861	NA	NA	NA	NA	NA	NA	NA	NA	14
28789NorvegienneNAEntrebarrageetbarriere5973554533840	26/10/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
28789NorvegienneP1Pool15974824533590	26/10/1978	Norvegienne	151	NA	NA	NA	NA	NA	NA	NA	NA	4
28789NorvegienneP3Pool3.jusqu'alabarriere5973494533786	26/10/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	22
28794NorvegienneNAEntrebarrageetbarriere5973554533840	31/10/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
28795NorvegienneNAEntrebarrageetbarriere5973554533840	01/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28797AlbatrosP1et2Pools1et26003314532742	03/11/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
28797AlbatrosP3Pool36005164533045	03/11/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	18
28797AlbatrosP4+intPool4+poolintermediaire6007014533020	03/11/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
28798NorvegienneNAEntrebarrageetbarriere5973554533840	04/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28802NorvegienneNAEntrebarrageetbarriere5973554533840	08/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
28803NorvegienneNAEntrebarrageetbarriere5973554533840	09/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
28804NorvegienneNAEntrebarrageetbarriere5973554533840	10/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28807NorvegienneNAEntrebarrageetbarriere5973554533840	13/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	30
28809NorvegienneNAEntrebarrageetbarriere5973554533840	15/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
28811AlbatrosP1Pool1.secteur16003314532742	17/11/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
28811AlbatrosP6Pool66008134533320	17/11/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	32
28811AlbatrosPoold'apresPoold'apres.entrepoolsuivantetpool66006714533155	17/11/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28811AlbatrosPoolsuivantPoolsuivant.entrepool5etpoold'apres6006754533118	17/11/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	34
28813NorvegienneNAEntrebarrageetbarriere5973554533840	19/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
28816NorvegienneNAEntrebarrageetbarriere5973554533840	22/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
28819NorvegienneNAEntrebarrageetbarriere5973554533840	25/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
28822NorvegienneNAEntrebarrageetbarriere5973554533840	28/11/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
28826NorvegienneNAEntrebarrageetbarriere5973554533840	02/12/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
28829NorvegienneNAEntrebarrageetbarriere>pool45972744533876	05/12/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
28831NorvegienneNAEntrebarrageetbarriere>pool45972744533876	07/12/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28833NorvegienneNAEntrebarrageetbarriere>pool45972744533876	09/12/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
28836AlbatrosP6Pool66008134533320	12/12/1978	Albatros	NA	NA	NA	NA	NA	NA	NA	NA	NA	28
28836NorvegienneAvalSS1Platprofond.petitesousbergerivegauche5974914533538	12/12/1978	Norvegienne	1185	NA	NA	NA	NA	NA	NA	NA	NA	1
28836NorvegienneNAEntrebarrageetbarriere5973554533840	12/12/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28836NorvegienneNAPool2.sous-bergeentreAvalSS4et1SS1compris5973254533644	12/12/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
28836NorvegienneP3Pool35973494533786	12/12/1978	Norvegienne	181	NA	NA	NA	NA	NA	NA	NA	NA	20
28840NorvegienneNAEntrebarrageetbarriere>pool45973554533840	16/12/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
28843NorvegienneNAEntrebarrageetbarriere5973554533840	19/12/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
28846NorvegienneNAEntrebarrageetbarriere5973554533840	22/12/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
28852FermeNAAval?5887824532830	28/12/1978	Ferme	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
28854NorvegienneNAEntrebarrageetbarriere>pool45973554533840	30/12/1978	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
28857NorvegienneNAAvalbarrage5973534533820	02/01/1979	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
28881NorvegienneAvalSS1Platprofond.petitesousbergerivegauche5974914533538	26/01/1979	Norvegienne	1185	NA	NA	NA	NA	NA	1	0	NA	NA
28881NorvegienneAvalSS2Pool1.profond5974764533585	26/01/1979	Norvegienne	668	NA	NA	NA	NA	NA	NA	NA	NA	3
28881NorvegienneAvalSS3Platprofond-bloc5974334533630	26/01/1979	Norvegienne	1280	NA	NA	NA	NA	NA	1	0	NA	NA
28881NorvegienneAvalSS4Petitcourant.sous-berge5973984533625	26/01/1979	Norvegienne	447	NA	NA	NA	NA	NA	3	1	NA	NA
28882Norvegienne1SS10Pool4.poolavalancienpiege5972634533873	27/01/1979	Norvegienne	346	NA	NA	NA	NA	NA	4	3	NA	NA
28882Norvegienne1SS11Pool5.poolprofond5972164533879	27/01/1979	Norvegienne	751	NA	NA	NA	NA	NA	NA	NA	NA	NA
28882Norvegienne1SS1Petitcourantrapide.sous-bergerivedroite5973114533720	27/01/1979	Norvegienne	82	NA	NA	NA	NA	NA	1	2	NA	NA
28882Norvegienne1SS4Pool3.sousbergerivegauche5973454533785	27/01/1979	Norvegienne	547	NA	NA	NA	NA	NA	NA	NA	NA	13
28882Norvegienne1SS5Jusqu'aubarrage5973534533820	27/01/1979	Norvegienne	265	NA	NA	NA	NA	NA	10	6	NA	NA
28882Norvegienne1SS6Platprofondavecgrosblocs5973584533861	27/01/1979	Norvegienne	269	NA	NA	NA	NA	NA	2	3	NA	NA
28882Norvegienne1SS9Platpeuprofond.bancdegravieraumilieu.petitesous-bergerivedroite5972864533868	27/01/1979	Norvegienne	262	NA	NA	NA	NA	NA	1	0	NA	NA
28882Norvegienne2SS1Amontpool5(plat-radier)5972274533972	27/01/1979	Norvegienne	352	NA	NA	NA	NA	NA	3	1	NA	NA
28882NorvegienneAvalSS6Pool2.zoneprofondeaumilieu5973184533656	27/01/1979	Norvegienne	625	NA	NA	NA	NA	NA	NA	NA	NA	3
28882NorvegienneAvalSS7Petitrapide.sous-berge5973004533697	27/01/1979	Norvegienne	219	NA	NA	NA	NA	NA	2	5	NA	NA
28882NorvegienneNARuisseaudupiege5972744533876	27/01/1979	Norvegienne	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
28883Norvegienne2SS10Pool75972904534188	28/01/1979	Norvegienne	875	NA	NA	NA	NA	NA	NA	NA	NA	NA
28883Norvegienne2SS12Radier.amontpool5973184534223	28/01/1979	Norvegienne	261	NA	NA	NA	NA	NA	1	0	NA	NA
28883Norvegienne2SS14Platpeuprofond.sous-bergerivegauche5973864534262	28/01/1979	Norvegienne	1207	NA	NA	NA	NA	NA	7	5	NA	NA
28883Norvegienne2SS7Pool65973224534096	28/01/1979	Norvegienne	51	NA	NA	NA	NA	NA	NA	NA	NA	9
28883Norvegienne2SS8Radier5973164534100	28/01/1979	Norvegienne	142	NA	NA	NA	NA	NA	NA	NA	NA	1
28884Norvegienne2SS18Brasdroit.petitcourantpeuprofond5973184534352	29/01/1979	Norvegienne	309	NA	NA	NA	NA	NA	1	0	NA	NA
28884Norvegienne2SS20Trourivegauche5972824534380	29/01/1979	Norvegienne	209	NA	NA	NA	NA	NA	8	1	NA	NA
28884Norvegienne2SS21Pool8.poolprofond5972494534391	29/01/1979	Norvegienne	1163	NA	NA	NA	NA	NA	NA	NA	NA	NA
28884Norvegienne2SS22Courantrapide5972424534435	29/01/1979	Norvegienne	384	NA	NA	NA	NA	NA	4	0	NA	NA
28884Norvegienne2SS23Ruisseaurivedroite.amontpool85972214534545	29/01/1979	Norvegienne	1520	NA	NA	NA	NA	NA	NA	NA	NA	1
28884Norvegienne2SS24Ruisseaurivegauche.avalpool85973524534429	29/01/1979	Norvegienne	750	NA	NA	NA	NA	NA	NA	NA	NA	38
28885Norvegienne2SS23Ruisseaurivedroite.amontpool85972214534545	30/01/1979	Norvegienne	1520	NA	NA	NA	NA	NA	NA	NA	NA	47
28885NorvegienneP10Pool105972594534666	30/01/1979	Norvegienne	147	NA	NA	NA	NA	NA	143	40	NA	NA
28885NorvegienneP11Pool115971924534609	30/01/1979	Norvegienne	35	NA	NA	NA	NA	NA	NA	NA	NA	5
